Attendance Date			01-Oct-2025,SNo,E. Code, InTime, OutTime,,Work Dur.,OT,Tot.  Dur.,Status,,Remarks
,27,MS3712,08:58:17,11:58:37,,3:00,00:00,3:00, ½Present ,,
,28,MS3754,08:56:28,11:34:50,,2:38,00:00,2:38, ½Present ,,
,29,MS3788,,,,00:00,00:00,00:00,Absent,,
,30,MS3834,10:48:28,,,7:42,00:00,7:42,Present  (No OutPunch),,
,31,MS3860,11:32:32,,,6:58,00:00,6:58,Present  (No OutPunch),,
,32,MS3886,08:49:37,,,9:00,00:41,9:41,Present  (No OutPunch),,
,33,MS3890,,,,00:00,00:00,00:00,Absent,,
,34,MS3894,,,,00:00,00:00,00:00,Absent,,
,35,MS3909,12:51:43,,,5:39,00:00,5:39,Present  (No OutPunch),,
,36,MS3914,,,,00:00,00:00,00:00,Absent,,
,37,MS3942,08:53:26,11:38:03,,2:45,00:00,2:45, ½Present ,,
,38,MS3951,,,,00:00,00:00,00:00,Absent,,
,39,MS3952,,,,00:00,00:00,00:00,Absent,,
,40,MS3965,12:05:54,,,6:25,00:00,6:25,Present  (No OutPunch),,
,41,MS3974,,,,00:00,00:00,00:00,Absent,,
,42,MS4007,08:53:21,,,9:00,00:37,9:37,Present  (No OutPunch),,
,43,MS4038,,,,00:00,00:00,00:00,Absent,,
,44,MS4088,11:55:32,,,6:35,00:00,6:35,Present  (No OutPunch),,
,45,MS4090,,,,00:00,00:00,00:00,Absent,,
,46,MS4119,08:51:57,,,9:00,00:39,9:39,Present  (No OutPunch),,
,47,MS4120,10:44:51,,,7:46,00:00,7:46,Present  (No OutPunch),,
,48,MS4122,,,,00:00,00:00,00:00,Absent,,
,49,MS4157,,,,00:00,00:00,00:00,Absent,,
,50,MS4168,,,,00:00,00:00,00:00,Absent,,
,51,MS4251,08:53:14,,,9:00,00:37,9:37,Present  (No OutPunch),,
,52,MS4260,,,,00:00,00:00,00:00,Absent,,
,53,MS4278,08:53:59,10:59:47,,2:06,00:00,2:06, ½Present ,,
,54,MS4390,08:59:29,,,9:00,00:31,9:31,Present  (No OutPunch),,
,55,MS4394,,,,00:00,00:00,00:00,Absent,,
,56,MS4410,11:35:01,,,6:55,00:00,6:55,Present  (No OutPunch),,
,57,MS4417,,,,00:00,00:00,00:00,Absent,,
,58,MS4456,,,,00:00,00:00,00:00,Absent,,
,59,MS4480,,,,00:00,00:00,00:00,Absent,,
,60,MS4531,,,,00:00,00:00,00:00,Absent,,
,61,MS4540,,,,00:00,00:00,00:00,Absent,,
,62,MS4548,,,,00:00,00:00,00:00,Absent,,
,63,MS4571,,,,00:00,00:00,00:00,Absent,,
,64,MS4614,,,,00:00,00:00,00:00,Absent,,
,65,MS4635,,,,00:00,00:00,00:00,Absent,,
,66,MS4647,,,,00:00,00:00,00:00,Absent,,
,67,MS4744,12:12:08,,,6:18,00:00,6:18,Present  (No OutPunch),,
,68,MS4760,,,,00:00,00:00,00:00,Absent,,
,69,MS4828,08:55:30,,,9:00,00:35,9:35,Present  (No OutPunch),,
,70,MS4835,08:47:54,,,9:00,00:43,9:43,Present  (No OutPunch),,
,71,MS4895,08:50:51,,,9:00,00:40,9:40,Present  (No OutPunch),,
,72,MS4954,08:55:32,11:26:51,,2:31,00:00,2:31, ½Present ,,
,73,MS4972,,,,00:00,00:00,00:00,Absent,,
,74,MS4988,,,,00:00,00:00,00:00,Absent,,
,75,MS4996,,,,00:00,00:00,00:00,Absent,,
,76,MS5012,13:52:02,,,4:38,00:00,4:38,Present  (No OutPunch),,
,77,MS5015,,,,00:00,00:00,00:00,Absent,,
,78,MS5054,,,,00:00,00:00,00:00,Absent,,
,79,MS5112,,,,00:00,00:00,00:00,Absent,,
,80,MS5122,,,,00:00,00:00,00:00,Absent,,
,81,MS5150,,,,00:00,00:00,00:00,Absent,,
,82,MS5159,08:54:34,11:55:37,,3:01,00:00,3:01, ½Present ,,
,83,MS5169,08:51:57,12:05:16,,3:14,00:00,3:14, ½Present ,,
,84,MS5179,,,,00:00,00:00,00:00,Absent,,
,85,MS5195,,,,00:00,00:00,00:00,Absent,,
,86,MS5213,08:50:53,,,9:00,00:40,9:40,Present  (No OutPunch),,
,87,MS5218,,,,00:00,00:00,00:00,Absent,,
,88,MS5281,,,,00:00,00:00,00:00,Absent,,
,89,MS5283,,,,,,,,,
,90,MS5317,,,,,,,,,
,91,MS5334,,,,,,,,,
,92,MS5361,,,,,,,,,
,93,MS5387,,,,,,,,,
,94,MS5480,,,,,,,,,
,95,MS5578,,,,,,,,,
,96,MS5605,,,,,,,,,
,97,MS5681,,,,,,,,,
,98,MS5741,,,,,,,,,
,99,MS5862,,,,,,,,,
,100,MS5882,,,,,,,,,
,101,MS5884,,,,,,,,,
,102,MS5913,,,,,,,,,
,103,MS5934,,,,,,,,,
,104,MS5958,,,,,,,,,
,105,MS6004,,,,,,,,,
,106,MS6183,,,,,,,,,
,107,MS6228,,,,,,,,,
,108,MS6238,,,,,,,,,
,109,MS6239,,,,,,,,,
,110,MS6312,,,,,,,,,
,111,MS6321,,,,,,,,,
,112,MS6324,,,,,,,,,
,113,MS6346,,,,,,,,,
,114,MS6414,,,,,,,,,
,115,MS6444,,,,,,,,,
,116,MS6498,,,,,,,,,
,117,MS6548,,,,,,,,,
,118,MS6656,,,,,,,,,
,119,MS6658,,,,,,,,,
,120,MS6676,,,,,,,,,
,121,MS6766,,,,,,,,,
,122,MS6811,,,,,,,,,
,123,MS6876,,,,,,,,,
,124,MS6883,,,,,,,,,
,125,MS7111,,,,,,,,,
,126,MS7239,08:29:00,10:45:27,,2:16,00:00,2:16, ½Present ,,
,127,MS7396,08:51:05,,,9:00,00:39,9:39,Present  (No OutPunch),,
,128,MS7443,10:44:49,,,7:46,00:00,7:46,Present  (No OutPunch),,
,129,MS7734,08:51:51,14:12:10,,5:21,00:00,5:21,Present ,,
,130,MS7751,08:50:32,12:12:11,,3:22,00:00,3:22, ½Present ,,
,131,MS7754,,,,,,,,,
,132,MS7792,,,,,,,,,
,133,MS7916,,,,,,,,,
,134,MS7945,,,,,,,,,
,135,MS7980,,,,,,,,,
,136,MS8084,,,,,,,,,
,137,MS8256,,,,,,,,,
,138,MS8259,,,,,,,,,
,139,MS8330,,,,,,,,,
,140,MS8335,,,,,,,,,
,141,MS8500,10:46:43,,,7:44,00:00,7:44,Present  (No OutPunch),,
,142,MS8564,,,,00:00,00:00,00:00,Absent,,
,,,,,,,,,,,
Attendance Date			15-Oct-2025			,,,,,,,,,,,
,SNo,E. Code, InTime, OutTime,,Work Dur.,OT,Tot.  Dur.,Status,,Remarks
,1,MS3132,,,,00:00,00:00,00:00,Absent,,
,2,MS3133,09:14:30,11:31:29,,2:17,00:00,2:17, ½Present ,,
,3,MS3155,08:57:27,,,9:00,00:33,9:33,Present  (No OutPunch),,
,4,MS3165,11:35:18,13:40:20,,2:04,00:00,2:04, ½Present ,,
,5,MS3173,09:19:47,13:40:32,,4:21,00:00,4:21,Present ,,
,6,MS3175,20:15:29,,,00:15,00:00,00:15,Absent (No OutPunch),,
,7,MS3219,08:51:33,13:39:24,,4:48,00:00,4:48,Present ,,
,8,MS3241,08:57:47,13:40:30,,4:43,00:00,4:43,Present ,,
,9,MS3388,,,,00:00,00:00,00:00,Absent,,
,10,MS3405,08:59:20,,,9:00,00:31,9:31,Present  (No OutPunch),,
,11,MS3414,09:08:56,,,9:22,00:00,9:22,Present  (No OutPunch),,
,12,MS3417,09:35:51,13:39:07,,4:04,00:00,4:04,Present ,,
,13,MS3437,08:51:57,13:38:49,,4:47,00:00,4:47,Present ,,
,14,MS3442,08:58:05,,,9:00,00:32,9:32,Present  (No OutPunch),,
,15,MS3449,09:02:50,13:43:19,,4:41,00:00,4:41,Present ,,
,16,MS3486,,,,00:00,00:00,00:00,Absent,,
,17,MS3523,,,,00:00,00:00,00:00,Absent,,
,18,MS3528,09:04:18,13:46:38,,4:42,00:00,4:42,Present ,,
,19,MS3545,09:19:43,11:30:43,,2:11,00:00,2:11, ½Present ,,
,20,MS3570,09:13:16,13:40:10,,4:27,00:00,4:27,Present ,,
,21,MS3574,09:32:16,14:21:19,,4:49,00:00,4:49,Present ,,
,22,MS3612,09:31:34,13:45:38,,4:13,00:00,4:13,Present ,,
,23,MS3625,09:03:48,13:38:58,,4:35,00:00,4:35,Present ,,
,24,MS3629,09:03:50,13:39:12,,4:36,00:00,4:36,Present ,,
,25,MS3632,09:29:11,13:43:36,,4:14,00:00,4:14,Present ,,
,26,MS3693,11:33:17,,,6:57,00:00,6:57,Present  (No OutPunch),,
,27,MS3712,08:59:21,13:39:16,,4:40,00:00,4:40,Present ,,
,28,MS3754,08:58:42,13:44:32,,4:46,00:00,4:46,Present ,,
,29,MS3788,,,,00:00,00:00,00:00,Absent,,
,30,MS3834,09:28:28,13:43:33,,4:15,00:00,4:15,Present ,,
,31,MS3860,,,,00:00,00:00,00:00,Absent,,
,32,MS3886,11:32:51,13:40:55,,2:08,00:00,2:08, ½Present ,,
,33,MS3890,09:26:28,,,9:04,00:00,9:04,Present  (No OutPunch),,
,34,MS3894,09:20:10,,,9:10,00:00,9:10,Present  (No OutPunch),,
,35,MS3909,09:02:47,13:38:46,,4:36,00:00,4:36,Present ,,
,36,MS3914,,,,00:00,00:00,00:00,Absent,,
,37,MS3942,08:52:54,13:44:25,,4:52,00:00,4:52,Present ,,
,38,MS3951,09:32:11,,,8:58,00:00,8:58,Present  (No OutPunch),,
,39,MS3952,08:51:25,13:43:39,,4:47,00:00,4:47,Present ,,
,40,MS3965,09:03:42,13:50:23,,4:47,00:00,4:47,Present ,,
,41,MS3974,08:58:16,13:39:24,,4:41,00:00,4:41,Present ,,
,42,MS4007,11:21:42,13:48:48,,2:27,00:00,2:27, ½Present ,,
,43,MS4038,11:21:47,13:48:44,,2:27,00:00,2:27, ½Present ,,
,44,MS4088,11:29:05,,,7:01,00:00,7:01,Present  (No OutPunch),,
,45,MS4090,09:01:07,13:40:49,,4:39,00:00,4:39,Present ,,
,46,MS4119,08:58:00,13:39:21,,4:41,00:00,4:41,Present ,,
,47,MS4120,08:59:17,13:39:23,,4:40,00:00,4:40,Present ,,
,48,MS4122,09:04:43,13:38:52,,4:34,00:00,4:34,Present ,,
,49,MS4157,09:01:19,13:41:16,,4:40,00:00,4:40,Present ,,
,50,MS4168,,,,00:00,00:00,00:00,Absent,,
,51,MS4251,09:26:31,11:35:06,,2:09,00:00,2:09, ½Present ,,
,52,MS4260,,,,00:00,00:00,00:00,Absent,,
,53,MS4278,11:29:15,,,7:01,00:00,7:01,Present  (No OutPunch),,
,54,MS4390,,,,00:00,00:00,00:00,Absent,,
,55,MS4394,09:08:00,13:48:23,,4:40,00:00,4:40,Present ,,
,56,MS4410,08:54:26,13:41:52,,4:47,00:00,4:47,Present ,,
,57,MS4417,09:05:51,11:33:51,,2:28,00:00,2:28, ½Present ,,
,58,MS4456,,,,00:00,00:00,00:00,Absent,,
,59,MS4480,08:51:26,13:39:29,,4:48,00:00,4:48,Present ,,
,60,MS4531,,,,00:00,00:00,00:00,Absent,,
,61,MS4540,08:59:27,11:32:49,,2:33,00:00,2:33, ½Present ,,
,62,MS4548,,,,00:00,00:00,00:00,Absent,,
,63,MS4571,,,,00:00,00:00,00:00,Absent,,
,64,MS4614,09:04:05,13:46:47,,4:42,00:00,4:42,Present ,,
,65,MS4635,08:59:12,13:39:20,,4:40,00:00,4:40,Present ,,
,66,MS4647,11:45:20,,,6:45,00:00,6:45,Present  (No OutPunch),,
,67,MS4744,08:59:34,13:44:53,,4:45,00:00,4:45,Present ,,
,68,MS4760,09:04:42,,,9:26,00:00,9:26,Present  (No OutPunch),,
,69,MS4828,11:29:35,,,7:01,00:00,7:01,Present  (No OutPunch),,
,70,MS4835,,,,00:00,00:00,00:00,Absent,,
,71,MS4895,09:04:46,,,9:26,00:00,9:26,Present  (No OutPunch),,
,72,MS4954,09:30:18,13:39:01,,4:09,00:00,4:09,Present ,,
,73,MS4972,08:57:59,11:32:34,,2:35,00:00,2:35, ½Present ,,
,74,MS4988,09:04:03,,,9:26,00:00,9:26,Present  (No OutPunch),,
,75,MS4996,08:58:44,13:39:03,,4:40,00:00,4:40,Present ,,
,76,MS5012,09:01:29,13:40:44,,4:39,00:00,4:39,Present ,,
,77,MS5015,08:53:32,11:32:42,,2:39,00:00,2:39, ½Present ,,
,78,MS5054,11:32:33,,,6:58,00:00,6:58,Present  (No OutPunch),,
,79,MS5112,11:32:39,,,6:58,00:00,6:58,Present  (No OutPunch),,
,80,MS5122,11:22:54,,,7:08,00:00,7:08,Present  (No OutPunch),,
,81,MS5150,09:04:06,13:40:30,,4:36,00:00,4:36,Present ,,
,82,MS5159,09:06:15,13:30:18,,4:24,00:00,4:24,Present ,,
,83,MS5169,09:40:12,13:40:44,,4:00,00:00,4:00,Present ,,
,84,MS5179,09:08:02,13:41:06,,4:33,00:00,4:33,Present ,,
,85,MS5195,08:59:26,13:44:57,,4:45,00:00,4:45,Present ,,
,86,MS5213,09:19:50,13:38:53,,4:19,00:00,4:19,Present ,,
,87,MS5218,08:44:44,13:39:36,,4:55,00:00,4:55,Present ,,
,88,MS5281,08:54:08,13:39:42,,4:45,00:00,4:45,Present ,,
,89,MS5283,08:58:19,13:39:35,,4:41,00:00,4:41,Present ,,
,90,MS5317,09:00:26,13:39:20,,4:39,00:00,4:39,Present ,,
,91,MS5334,09:11:07,13:39:15,,4:28,00:00,4:28,Present ,,
,92,MS5361,10:22:05,11:27:44,,1:05,00:00,1:05,Absent,,
,93,MS5387,,,,00:00,00:00,00:00,Absent,,
,94,MS5480,09:30:23,13:40:36,,4:10,00:00,4:10,Present ,,
,95,MS5578,08:51:47,11:29:57,,2:38,00:00,2:38, ½Present ,,
,96,MS5605,,,,00:00,00:00,00:00,Absent,,
,97,MS5681,11:31:39,,,6:59,00:00,6:59,Present  (No OutPunch),,
,98,MS5741,08:59:37,11:35:54,,2:36,00:00,2:36, ½Present ,,
,99,MS5862,08:53:48,13:43:35,,4:50,00:00,4:50,Present ,,
,100,MS5882,09:00:56,,,9:00,00:30,9:30,Present  (No OutPunch),,
,101,MS5884,08:59:19,11:27:40,,2:28,00:00,2:28, ½Present ,,
,102,MS5913,09:01:16,11:41:39,,2:40,00:00,2:40, ½Present ,,
,103,MS5934,09:26:05,13:43:26,,4:17,00:00,4:17,Present ,,
,104,MS5958,08:58:23,13:39:04,,4:41,00:00,4:41,Present ,,
,105,MS6004,08:57:19,17:09:38,,8:12,00:00,8:12,Present ,,
,106,MS6183,08:43:41,13:45:31,,5:02,00:00,5:02,Present ,,
,107,MS6228,,,,00:00,00:00,00:00,Absent,,
,108,MS6238,08:47:19,13:40:35,,4:53,00:00,4:53,Present ,,
,109,MS6239,,,,00:00,00:00,00:00,Absent,,
,110,MS6312,08:47:49,13:39:15,,4:52,00:00,4:52,Present ,,
,111,MS6321,09:10:24,14:46:17,,5:36,00:00,5:36,Present ,,
,112,MS6324,08:57:22,14:00:10,,5:03,00:00,5:03,Present ,,
,113,MS6346,09:10:08,13:39:18,,4:29,00:00,4:29,Present ,,
,114,MS6414,11:30:48,,,7:00,00:00,7:00,Present  (No OutPunch),,
,115,MS6444,,,,00:00,00:00,00:00,Absent,,
,116,MS6498,10:12:17,13:39:10,,3:27,00:00,3:27, ½Present ,,
,117,MS6548,08:51:45,13:39:03,,4:48,00:00,4:48,Present ,,
,118,MS6656,09:05:51,,,9:25,00:00,9:25,Present  (No OutPunch),,
,119,MS6658,08:51:21,13:43:29,,4:52,00:00,4:52,Present ,,
,120,MS6676,08:57:37,,,9:00,00:33,9:33,Present  (No OutPunch),,
,121,MS6766,09:01:33,11:24:01,,2:22,00:00,2:22, ½Present ,,
,122,MS6811,09:01:13,13:49:52,,4:48,00:00,4:48,Present ,,
,123,MS6876,08:57:27,11:32:38,,2:35,00:00,2:35, ½Present ,,
,124,MS6883,09:29:01,11:32:39,,2:03,00:00,2:03, ½Present ,,
,125,MS7111,,,,00:00,00:00,00:00,Absent,,
,126,MS7239,08:53:53,11:35:36,,2:42,00:00,2:42, ½Present ,,
,127,MS7396,09:07:59,13:49:01,,4:42,00:00,4:42,Present ,,
,128,MS7443,11:29:29,,,7:01,00:00,7:01,Present  (No OutPunch),,
,129,MS7734,09:10:34,13:45:36,,4:35,00:00,4:35,Present ,,
,130,MS7751,08:58:12,12:38:59,,3:40,00:00,3:40, ½Present ,,
,131,MS7754,08:59:29,13:43:50,,4:44,00:00,4:44,Present ,,
,132,MS7792,08:54:29,13:39:18,,4:45,00:00,4:45,Present ,,
,133,MS7916,,,,00:00,00:00,00:00,Absent,,
,134,MS7945,11:44:07,,,6:46,00:00,6:46,Present  (No OutPunch),,
,135,MS7980,08:59:08,13:38:59,,4:39,00:00,4:39,Present ,,
,136,MS8084,09:07:15,13:49:33,,4:42,00:00,4:42,Present ,,
,137,MS8256,11:33:36,,,6:57,00:00,6:57,Present  (No OutPunch),,
,138,MS8259,09:07:45,13:39:01,,4:32,00:00,4:32,Present ,,
,139,MS8330,09:01:06,13:40:46,,4:39,00:00,4:39,Present ,,
,140,MS8335,09:31:30,13:44:26,,4:13,00:00,4:13,Present ,,
,141,MS8500,09:16:26,11:32:14,,2:16,00:00,2:16, ½Present ,,
,142,MS8564,,,,00:00,00:00,00:00,Absent,,
